text,label,word_count,cleaned_text,tokens,token_count
Last week our Community Investment Council toured #Greensboro to look at how communities better prepare students fo… https://t.co/PTxS453ACn,2,18,last week our community investment council toured greensboro to look at how communities better prepare students fo,"['last', 'week', 'our', 'community', 'investment', 'council', 'toured', 'greensboro', 'to', 'look', 'at', 'how', 'communities', 'better', 'prepare', 'students', 'fo']",17
The U.S. Is Firing Blanks Against a New Iranian Threat,2,10,the u.s. is firing blanks against a new iranian threat,"['the', 'u.s', 'is', 'firing', 'blanks', 'against', 'a', 'new', 'iranian', 'threat']",10
$WTRH back over $1,1,4,$WTRH back over $1,"['$WTRH', 'back', 'over', '$1']",4
Impinj COO stepping down,2,4,impinj coo stepping down,"['impinj', 'coo', 'stepping', 'down']",4
The Fed will launch a barrage of programs aimed at helping markets function more efficiently in the wake of the cor… https://t.co/kSh6hJKgyo,2,22,the fed will launch a barrage of programs aimed at helping markets function more efficiently in the wake of the cor,"['the', 'fed', 'will', 'launch', 'a', 'barrage', 'of', 'programs', 'aimed', 'at', 'helping', 'markets', 'function', 'more', 'efficiently', 'in', 'the', 'wake', 'of', 'the', 'cor']",21
BAML warns of profit pressure for Hormel,0,7,baml warns of profit pressure for hormel,"['baml', 'warns', 'of', 'profit', 'pressure', 'for', 'hormel']",7
Gold has surged this year thanks to the trade war and rate cuts. Analysts say 2020 may bring more rewards.… https://t.co/t85Oydg8Bl,1,21,gold has surged this year thanks to the trade war and rate cuts. analysts say 2020 may bring more rewards.,"['gold', 'has', 'surged', 'this', 'year', 'thanks', 'to', 'the', 'trade', 'war', 'and', 'rate', 'cuts', 'analysts', 'say', '2020', 'may', 'bring', 'more', 'rewards']",20
Did Amazon finally have its iPhone moment? @JimCramer talks one-day shipping and what it meant for #StockoftheDay... https://t.co/zfeRpY7NNk,2,18,did amazon finally have its iphone moment talks one-day shipping and what it meant for stockoftheday...,"['did', 'amazon', 'finally', 'have', 'its', 'iphone', 'moment', 'talks', 'one-day', 'shipping', 'and', 'what', 'it', 'meant', 'for', 'stockoftheday']",16
"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",1,14,"paul tudor jones sees the potential for a stock market explosion, to the upside","['paul', 'tudor', 'jones', 'sees', 'the', 'potential', 'for', 'a', 'stock', 'market', 'explosion', 'to', 'the', 'upside']",14
"Billionaire Jeff Greene plowed $90 million into Palazzo di Amore. Now, he’s struggling to sell. https://t.co/cmC7cWKvxo",2,16,"billionaire jeff greene plowed $90 million into palazzo di amore. now, he s struggling to sell.","['billionaire', 'jeff', 'greene', 'plowed', '$90', 'million', 'into', 'palazzo', 'di', 'amore', 'now', 'he', 's', 'struggling', 'to', 'sell']",16
Macau sector rallies off positive trade news,1,7,macau sector rallies off positive trade news,"['macau', 'sector', 'rallies', 'off', 'positive', 'trade', 'news']",7
Treasury yields retreat as solid bond sale underlines appetite for debt https://t.co/RW9YcAwyZc,2,12,treasury yields retreat as solid bond sale underlines appetite for debt,"['treasury', 'yields', 'retreat', 'as', 'solid', 'bond', 'sale', 'underlines', 'appetite', 'for', 'debt']",11
REG Blending Partner Becomes Boston’s Official Heating Oil Provider,2,9,reg blending partner becomes boston s official heating oil provider,"['reg', 'blending', 'partner', 'becomes', 'boston', 's', 'official', 'heating', 'oil', 'provider']",10
$ISRG - Intuitive Surgical acquires Orpheus Medical https://t.co/Tb9qA8h7Zp,2,8,$ISRG - intuitive surgical acquires orpheus medical,"['$ISRG', '-', 'intuitive', 'surgical', 'acquires', 'orpheus', 'medical']",7
"BJ's Wholesale beat profit expectations, but misses on sales and lowers guidance",2,12,"bj's wholesale beat profit expectations, but misses on sales and lowers guidance","[""bj's"", 'wholesale', 'beat', 'profit', 'expectations', 'but', 'misses', 'on', 'sales', 'and', 'lowers', 'guidance']",12
"UPDATE 2-Qantas challenges Airbus, Boeing to offer better deal on ultra-long haul jets",2,13,"update 2-qantas challenges airbus, boeing to offer better deal on ultra-long haul jets","['update', '2-qantas', 'challenges', 'airbus', 'boeing', 'to', 'offer', 'better', 'deal', 'on', 'ultra-long', 'haul', 'jets']",13
3 Steps Every Senior Must Take to Safeguard Themselves Against Financial Abuse,2,12,3 steps every senior must take to safeguard themselves against financial abuse,"['3', 'steps', 'every', 'senior', 'must', 'take', 'to', 'safeguard', 'themselves', 'against', 'financial', 'abuse']",12
$VNOM - Viper Energy Q4 2019 Earnings Preview https://t.co/eLKwaPXolo,2,9,$VNOM - viper energy q4 2019 earnings preview,"['$VNOM', '-', 'viper', 'energy', 'q4', '2019', 'earnings', 'preview']",8
Crypto Exchange BitMex Hit With $300 Million Investor Suit,0,9,crypto exchange bitmex hit with $300 million investor suit,"['crypto', 'exchange', 'bitmex', 'hit', 'with', '$300', 'million', 'investor', 'suit']",9
Over 70 and Still Working? Here Are 3 Important Things to Know,2,12,over 70 and still working here are 3 important things to know,"['over', '70', 'and', 'still', 'working', 'here', 'are', '3', 'important', 'things', 'to', 'know']",12
Unilever Plunges 8% After Disappointing Guidance Update,0,7,unilever plunges 8% after disappointing guidance update,"['unilever', 'plunges', '8%', 'after', 'disappointing', 'guidance', 'update']",7
"Greenleaf Foods, SPC, and Purple Carrot Partner to Deliver New Plant-based Protein Options to Customers Nationwide",2,16,"greenleaf foods, spc, and purple carrot partner to deliver new plant-based protein options to customers nationwide","['greenleaf', 'foods', 'spc', 'and', 'purple', 'carrot', 'partner', 'to', 'deliver', 'new', 'plant-based', 'protein', 'options', 'to', 'customers', 'nationwide']",16
USCIB United States Council for International Bu : Urges Resolution to Impasse Over Appellate Body at WTO #USCIB… https://t.co/8oHB9yGZQ3,2,19,uscib united states council for international bu urges resolution to impasse over appellate body at wto uscib,"['uscib', 'united', 'states', 'council', 'for', 'international', 'bu', 'urges', 'resolution', 'to', 'impasse', 'over', 'appellate', 'body', 'at', 'wto', 'uscib']",17
Trayport to provide trading platform for Bulgaria's gas bourse,2,9,trayport to provide trading platform for bulgaria's gas bourse,"['trayport', 'to', 'provide', 'trading', 'platform', 'for', ""bulgaria's"", 'gas', 'bourse']",9
Abiomed Announces Q3 FY 2020 Revenue of $222 Million and 31.7% Operating Margin,2,13,abiomed announces q3 fy 2020 revenue of $222 million and 31.7% operating margin,"['abiomed', 'announces', 'q3', 'fy', '2020', 'revenue', 'of', '$222', 'million', 'and', '31.7%', 'operating', 'margin']",13
ArcelorMittal misses on revenue,0,4,arcelormittal misses on revenue,"['arcelormittal', 'misses', 'on', 'revenue']",4
CFOAM : Update on the proposed strategic transaction with CONSOL #CFOAM #Stock #MarketScreener… https://t.co/MoqAVpJ7kj,2,14,cfoam update on the proposed strategic transaction with consol cfoam stock marketscreener,"['cfoam', 'update', 'on', 'the', 'proposed', 'strategic', 'transaction', 'with', 'consol', 'cfoam', 'stock', 'marketscreener']",12
Cedar Realty Trust Inc (CDR) Q4 2019 Earnings Call Transcript,2,10,cedar realty trust inc cdr q4 2019 earnings call transcript,"['cedar', 'realty', 'trust', 'inc', 'cdr', 'q4', '2019', 'earnings', 'call', 'transcript']",10
Aravive shares jump on ovarian cancer data,1,7,aravive shares jump on ovarian cancer data,"['aravive', 'shares', 'jump', 'on', 'ovarian', 'cancer', 'data']",7
Prothena up 8% on Evercore upgrade,1,6,prothena up 8% on evercore upgrade,"['prothena', 'up', '8%', 'on', 'evercore', 'upgrade']",6
Deutsche Bank shares soar after new shareholder steps in,1,9,deutsche bank shares soar after new shareholder steps in,"['deutsche', 'bank', 'shares', 'soar', 'after', 'new', 'shareholder', 'steps', 'in']",9
Lovesac stock price target cut to $28 vs. $33 at Canaccord,0,11,lovesac stock price target cut to $28 vs. $33 at canaccord,"['lovesac', 'stock', 'price', 'target', 'cut', 'to', '$28', 'vs', '$33', 'at', 'canaccord']",11
Ecolab Named to CDP Water Security A List for Sustainable Water Management,2,12,ecolab named to cdp water security a list for sustainable water management,"['ecolab', 'named', 'to', 'cdp', 'water', 'security', 'a', 'list', 'for', 'sustainable', 'water', 'management']",12
Here are the key takeaways from the second day of Bloomberg's New Economy Forum in Beijing https://t.co/5iqx5WcO7I #NewEconForum,2,18,here are the key takeaways from the second day of bloomberg's new economy forum in beijing neweconforum,"['here', 'are', 'the', 'key', 'takeaways', 'from', 'the', 'second', 'day', 'of', ""bloomberg's"", 'new', 'economy', 'forum', 'in', 'beijing', 'neweconforum']",17
All You Need To Know Going Into Trade On Dec. 17,2,11,all you need to know going into trade on dec. 17,"['all', 'you', 'need', 'to', 'know', 'going', 'into', 'trade', 'on', 'dec', '17']",11
Hawaiian Airlines reports January traffic,2,5,hawaiian airlines reports january traffic,"['hawaiian', 'airlines', 'reports', 'january', 'traffic']",5
$SQ - Square: Odds Stacked Against Shareholders. Subscribe to Seeking Alpha for more: https://t.co/8xvjNGaorC #economy #business #investing,2,17,$SQ - square odds stacked against shareholders. subscribe to seeking alpha for more economy business investing,"['$SQ', '-', 'square', 'odds', 'stacked', 'against', 'shareholders', 'subscribe', 'to', 'seeking', 'alpha', 'for', 'more', 'economy', 'business', 'investing']",16
"$tpco ... watch list for profit taking 

https://t.co/nQVmlJwe3v",2,8,$TPCO ... watch list for profit taking,"['$TPCO', 'watch', 'list', 'for', 'profit', 'taking']",6
Brazil Pushes Its Great Downsizing and Rakes In $5.2 Billion,2,10,brazil pushes its great downsizing and rakes in $5.2 billion,"['brazil', 'pushes', 'its', 'great', 'downsizing', 'and', 'rakes', 'in', '$5.2', 'billion']",10
Fed Unveils Major Expansion of Market Intervention -- 4th Update #economy #MarketScreener https://t.co/2bnBJUcxTD https://t.co/0RgMApfhO8,2,14,fed unveils major expansion of market intervention -- 4th update economy marketscreener,"['fed', 'unveils', 'major', 'expansion', 'of', 'market', 'intervention', '--', '4th', 'update', 'economy', 'marketscreener']",12
"A 6,000-square-foot, 10-bedroom Victorian mansion could've been yours for only $50,000, but there was one catch: Yo… https://t.co/I1zMf0J7t6",2,18,"a 6,000-square-foot, 10-bedroom victorian mansion could've been yours for only $50,000, but there was one catch yo","['a', '6,000-square-foot', '10-bedroom', 'victorian', 'mansion', ""could've"", 'been', 'yours', 'for', 'only', '$50,000', 'but', 'there', 'was', 'one', 'catch', 'yo']",17
Edited Transcript of FTT.TO earnings conference call or presentation 5-Nov-19 4:00pm GMT,2,12,edited transcript of ftt.to earnings conference call or presentation 5-nov-19 4 00pm gmt,"['edited', 'transcript', 'of', 'ftt.to', 'earnings', 'conference', 'call', 'or', 'presentation', '5-nov-19', '4', '00pm', 'gmt']",13
Sanofi Sees Profit Rising in 2020,1,6,sanofi sees profit rising in 2020,"['sanofi', 'sees', 'profit', 'rising', 'in', '2020']",6
Kentucky First Federal Bancorp Releases Earnings  https://t.co/PnRPHfyNwU,2,7,kentucky first federal bancorp releases earnings,"['kentucky', 'first', 'federal', 'bancorp', 'releases', 'earnings']",6
"Gundlach Live Webcast: ""A Rolling Loan Gathers No Loss"" https://t.co/6jWRdCPL8U",2,10,gundlach live webcast a rolling loan gathers no loss,"['gundlach', 'live', 'webcast', 'a', 'rolling', 'loan', 'gathers', 'no', 'loss']",9
$PPLT - Platinum: Its Relatively Poor Performance Since 2016 Is Set To Keep Its Investment Demand Buoyant In 2020.... https://t.co/uJT3ggmR1d,2,20,$PPLT - platinum its relatively poor performance since 2016 is set to keep its investment demand buoyant in 2020....,"['$PPLT', '-', 'platinum', 'its', 'relatively', 'poor', 'performance', 'since', '2016', 'is', 'set', 'to', 'keep', 'its', 'investment', 'demand', 'buoyant', 'in', '2020']",19
"World Wrestling Entertainment EPS beats by $0.07, misses on revenue",2,10,"world wrestling entertainment eps beats by $0.07, misses on revenue","['world', 'wrestling', 'entertainment', 'eps', 'beats', 'by', '$0.07', 'misses', 'on', 'revenue']",10
AT&T $T says 'it has a strong cash position' and will continue to pay a quarterly dividend.  https://t.co/VjFTjHqash,1,18,at t $T says 'it has a strong cash position' and will continue to pay a quarterly dividend.,"['at', 't', '$T', 'says', ""'it"", 'has', 'a', 'strong', 'cash', ""position'"", 'and', 'will', 'continue', 'to', 'pay', 'a', 'quarterly', 'dividend']",18
"A rare Patek Phillipe watch sold for over $7 million at a @Christiesinc auction.

Believe it or not, that's actuall… https://t.co/fk7asQHL64",2,21,"a rare patek phillipe watch sold for over $7 million at a auction. believe it or not, that's actuall","['a', 'rare', 'patek', 'phillipe', 'watch', 'sold', 'for', 'over', '$7', 'million', 'at', 'a', 'auction', 'believe', 'it', 'or', 'not', ""that's"", 'actuall']",19
Indonesia Braces for Export Hit as Virus Saps Chinese Demand,0,10,indonesia braces for export hit as virus saps chinese demand,"['indonesia', 'braces', 'for', 'export', 'hit', 'as', 'virus', 'saps', 'chinese', 'demand']",10
The process of looking for a therapist is exhausting. Here's how the tech industry is trying to make the process ea… https://t.co/VYxx5dw8hN,2,22,the process of looking for a therapist is exhausting. here's how the tech industry is trying to make the process ea,"['the', 'process', 'of', 'looking', 'for', 'a', 'therapist', 'is', 'exhausting', ""here's"", 'how', 'the', 'tech', 'industry', 'is', 'trying', 'to', 'make', 'the', 'process', 'ea']",21
"Amipure, the Ultimately Clean K-Beauty Skin Care Brand Launches in the U.S.",2,12,"amipure, the ultimately clean k-beauty skin care brand launches in the u.s.","['amipure', 'the', 'ultimately', 'clean', 'k-beauty', 'skin', 'care', 'brand', 'launches', 'in', 'the', 'u.s']",12
"@ljganz I have no position in $AMZN for clients or trading account, hold some from 2016 in IRAs",2,18,"i have no position in $AMZN for clients or trading account, hold some from 2016 in iras","['i', 'have', 'no', 'position', 'in', '$AMZN', 'for', 'clients', 'or', 'trading', 'account', 'hold', 'some', 'from', '2016', 'in', 'iras']",17
$OPXS - Optex Systems Holdings reports Q1 results https://t.co/Ns6y09FqSD,2,9,$OPXS - optex systems holdings reports q1 results,"['$OPXS', '-', 'optex', 'systems', 'holdings', 'reports', 'q1', 'results']",8
$CERN hits @MarketSmith Scan as rises out of Cup and Handle with a target to 79 #IBDPartner @InvestorsBusinessDaily… https://t.co/mnB77BhJ2k,1,19,$CERN hits scan as rises out of cup and handle with a target to 79 ibdpartner,"['$CERN', 'hits', 'scan', 'as', 'rises', 'out', 'of', 'cup', 'and', 'handle', 'with', 'a', 'target', 'to', '79', 'ibdpartner']",16
Credit Suisse chairman says many shareholders back board on CEO exit,2,11,credit suisse chairman says many shareholders back board on ceo exit,"['credit', 'suisse', 'chairman', 'says', 'many', 'shareholders', 'back', 'board', 'on', 'ceo', 'exit']",11
WiLAN signs wireless license with LG; shares +7% PM,1,9,wilan signs wireless license with lg shares 7% pm,"['wilan', 'signs', 'wireless', 'license', 'with', 'lg', 'shares', '7%', 'pm']",9
"⚡️ @sussexuni scientists have developed holograms out of soundwaves that can be seen, heard and felt  https://t.co/KLCfEonVyI",2,17,"scientists have developed holograms out of soundwaves that can be seen, heard and felt","['scientists', 'have', 'developed', 'holograms', 'out', 'of', 'soundwaves', 'that', 'can', 'be', 'seen', 'heard', 'and', 'felt']",14
Some 53% of children in low- and middle-income countries experience “learning poverty”—meaning they are unable to r… https://t.co/TtvqkLPkbo,2,18,some 53% of children in low- and middle-income countries experience learning poverty meaning they are unable to r,"['some', '53%', 'of', 'children', 'in', 'low-', 'and', 'middle-income', 'countries', 'experience', 'learning', 'poverty', 'meaning', 'they', 'are', 'unable', 'to', 'r']",18
Biggest ever Baltic private equity fund hits final close,2,9,biggest ever baltic private equity fund hits final close,"['biggest', 'ever', 'baltic', 'private', 'equity', 'fund', 'hits', 'final', 'close']",9
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,1,12,costco price target raised to $330 vs. $320 at bofa merrill lynch,"['costco', 'price', 'target', 'raised', 'to', '$330', 'vs', '$320', 'at', 'bofa', 'merrill', 'lynch']",12
"Trucking company XPO Logistics stock rises after earnings, CFO appointment",1,10,"trucking company xpo logistics stock rises after earnings, cfo appointment","['trucking', 'company', 'xpo', 'logistics', 'stock', 'rises', 'after', 'earnings', 'cfo', 'appointment']",10
Evercore downgrades bluebird bio and Clovis in premarket analyst action,0,10,evercore downgrades bluebird bio and clovis in premarket analyst action,"['evercore', 'downgrades', 'bluebird', 'bio', 'and', 'clovis', 'in', 'premarket', 'analyst', 'action']",10
Home Depot cuts sales goal as online push not delivering as expected,0,12,home depot cuts sales goal as online push not delivering as expected,"['home', 'depot', 'cuts', 'sales', 'goal', 'as', 'online', 'push', 'not', 'delivering', 'as', 'expected']",12
$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,0,10,$FNKO - funko slides after piper jaffray pt cut,"['$FNKO', '-', 'funko', 'slides', 'after', 'piper', 'jaffray', 'pt', 'cut']",9
$MTLS - Piper hits the Materialise sidelines https://t.co/qlFxZuhkrt,0,8,$MTLS - piper hits the materialise sidelines,"['$MTLS', '-', 'piper', 'hits', 'the', 'materialise', 'sidelines']",7
Citadel Dominates Multistrategy Peers With 3.4% Gain,1,7,citadel dominates multistrategy peers with 3.4% gain,"['citadel', 'dominates', 'multistrategy', 'peers', 'with', '3.4%', 'gain']",7
"Canada's De Havilland inks order for 20 turboprops; bets on Middle East, Africa",2,13,"canada's de havilland inks order for 20 turboprops bets on middle east, africa","[""canada's"", 'de', 'havilland', 'inks', 'order', 'for', '20', 'turboprops', 'bets', 'on', 'middle', 'east', 'africa']",13
Tesla's Autopilot could save millions of lives — but it will also kill some people first. More @BW… https://t.co/UuIyidmZ5O,2,19,tesla's autopilot could save millions of lives but it will also kill some people first. more,"[""tesla's"", 'autopilot', 'could', 'save', 'millions', 'of', 'lives', 'but', 'it', 'will', 'also', 'kill', 'some', 'people', 'first', 'more']",16
"Stock market live Wednesday: S&P 500 erases coronavirus sell-off, Tesla's 2nd worst drop ever - CNBC",1,16,"stock market live wednesday s p 500 erases coronavirus sell-off, tesla's 2nd worst drop ever - cnbc","['stock', 'market', 'live', 'wednesday', 's', 'p', '500', 'erases', 'coronavirus', 'sell-off', ""tesla's"", '2nd', 'worst', 'drop', 'ever', '-', 'cnbc']",17
"Nodal Exchange Successfully Completes Migration of U.S. Power Open Interest from Nasdaq Futures, Inc.",2,14,"nodal exchange successfully completes migration of u.s. power open interest from nasdaq futures, inc.","['nodal', 'exchange', 'successfully', 'completes', 'migration', 'of', 'u.s', 'power', 'open', 'interest', 'from', 'nasdaq', 'futures', 'inc']",14
"Stocks edge higher, but S&P 500 ends six-week streak of weekly gains https://t.co/hMPzjhuNPn",1,13,"stocks edge higher, but s p 500 ends six-week streak of weekly gains","['stocks', 'edge', 'higher', 'but', 's', 'p', '500', 'ends', 'six-week', 'streak', 'of', 'weekly', 'gains']",13
"Is CryoPort, Inc. (CYRX) A Good Stock To Buy?",2,9,"is cryoport, inc. cyrx a good stock to buy","['is', 'cryoport', 'inc', 'cyrx', 'a', 'good', 'stock', 'to', 'buy']",9
Galileo Mining : Copper - Gold Drilling Underway at Norseman Prospects #GalileoMining #Stock #MarketScreener… https://t.co/QbtwRsIFEP,2,15,galileo mining copper - gold drilling underway at norseman prospects galileomining stock marketscreener,"['galileo', 'mining', 'copper', '-', 'gold', 'drilling', 'underway', 'at', 'norseman', 'prospects', 'galileomining', 'stock', 'marketscreener']",13
$LDOS - Leidos wins DoE contract https://t.co/DACUA3kFd3,2,7,$LDOS - leidos wins doe contract,"['$LDOS', '-', 'leidos', 'wins', 'doe', 'contract']",6
$HCHC: HC2 says it is in advanced discussions for the potential divestiture of its 100%-owned indirect subsidiaries… https://t.co/zVLYq1O4JK,2,18,$HCHC hc2 says it is in advanced discussions for the potential divestiture of its 100%-owned indirect subsidiaries,"['$HCHC', 'hc2', 'says', 'it', 'is', 'in', 'advanced', 'discussions', 'for', 'the', 'potential', 'divestiture', 'of', 'its', '100%-owned', 'indirect', 'subsidiaries']",17
OPEC's New Year's Gift To Oil Bulls. Follow this and any other stock on Seeking Alpha! https://t.co/D0ihnpJvHE #business #finance #markets,1,20,opec's new year's gift to oil bulls. follow this and any other stock on seeking alpha business finance markets,"[""opec's"", 'new', ""year's"", 'gift', 'to', 'oil', 'bulls', 'follow', 'this', 'and', 'any', 'other', 'stock', 'on', 'seeking', 'alpha', 'business', 'finance', 'markets']",19
"Another day, another set of record highs. The S&P 500 closed up 0.6% and the Nasdaq closed up 1%, both reaching all… https://t.co/rlAsF0U3WR",1,23,"another day, another set of record highs. the s p 500 closed up 0.6% and the nasdaq closed up 1%, both reaching all","['another', 'day', 'another', 'set', 'of', 'record', 'highs', 'the', 's', 'p', '500', 'closed', 'up', '0.6%', 'and', 'the', 'nasdaq', 'closed', 'up', '1%', 'both', 'reaching', 'all']",23
Eni CEO Sees Oil Market Stabilizing on U.S.-China deal,2,9,eni ceo sees oil market stabilizing on u.s.-china deal,"['eni', 'ceo', 'sees', 'oil', 'market', 'stabilizing', 'on', 'u.s.-china', 'deal']",9
We're Keeping An Eye On Sangamo Therapeutics's (NASDAQ:SGMO) Cash Burn Rate,2,11,we're keeping an eye on sangamo therapeutics's nasdaq sgmo cash burn rate,"[""we're"", 'keeping', 'an', 'eye', 'on', 'sangamo', ""therapeutics's"", 'nasdaq', 'sgmo', 'cash', 'burn', 'rate']",12
Ukraine’s Zelensky stands firm in first encounter with Putin over Crimea https://t.co/9HmMpNGbrx,2,12,ukraine s zelensky stands firm in first encounter with putin over crimea,"['ukraine', 's', 'zelensky', 'stands', 'firm', 'in', 'first', 'encounter', 'with', 'putin', 'over', 'crimea']",12
"What are the biggest economic or political risks in 2020? Former U.S. Economic Adviser Gary Cohn, Gro Intelligence… https://t.co/6uKws6RXJk",2,19,"what are the biggest economic or political risks in 2020 former u.s. economic adviser gary cohn, gro intelligence","['what', 'are', 'the', 'biggest', 'economic', 'or', 'political', 'risks', 'in', '2020', 'former', 'u.s', 'economic', 'adviser', 'gary', 'cohn', 'gro', 'intelligence']",18
"S&P flat, Dow down after disappointing retail results",0,8,"s p flat, dow down after disappointing retail results","['s', 'p', 'flat', 'dow', 'down', 'after', 'disappointing', 'retail', 'results']",9
Cosmo Energy : FY2019 2Q Financial Results Explanatory Meeting -Q&A (PDF/297K)  #Stock #MarketScreener… https://t.co/61ShLibmmQ,2,14,cosmo energy fy2019 2q financial results explanatory meeting -q a pdf 297k stock marketscreener,"['cosmo', 'energy', 'fy2019', '2q', 'financial', 'results', 'explanatory', 'meeting', '-q', 'a', 'pdf', '297k', 'stock', 'marketscreener']",14
Oil gains on fresh hopes for U.S.-China trade talks,1,9,oil gains on fresh hopes for u.s.-china trade talks,"['oil', 'gains', 'on', 'fresh', 'hopes', 'for', 'u.s.-china', 'trade', 'talks']",9
"Thanksgiving in its early form carried much of the moral savour of the Protestant calendar, which replaced saints d… https://t.co/G2ml4tG8ny",2,20,"thanksgiving in its early form carried much of the moral savour of the protestant calendar, which replaced saints d","['thanksgiving', 'in', 'its', 'early', 'form', 'carried', 'much', 'of', 'the', 'moral', 'savour', 'of', 'the', 'protestant', 'calendar', 'which', 'replaced', 'saints', 'd']",19
Holiday Season In Jeopardy As Consumers Reign In Spending Amid Economic Downturn  https://t.co/FnddB5woQL,0,13,holiday season in jeopardy as consumers reign in spending amid economic downturn,"['holiday', 'season', 'in', 'jeopardy', 'as', 'consumers', 'reign', 'in', 'spending', 'amid', 'economic', 'downturn']",12
General Announcement::Melco Resorts Finance Announces Proposed Senior Notes Offering #SingaporeExchange #Stock… https://t.co/8tIoYSk4oM,2,12,general announcement melco resorts finance announces proposed senior notes offering singaporeexchange stock,"['general', 'announcement', 'melco', 'resorts', 'finance', 'announces', 'proposed', 'senior', 'notes', 'offering', 'singaporeexchange', 'stock']",12
Walmart has announced that it plans to open 500 new stores in China over the next five to seven years. That would m… https://t.co/u6Y0TKU2Ss,1,24,walmart has announced that it plans to open 500 new stores in china over the next five to seven years. that would m,"['walmart', 'has', 'announced', 'that', 'it', 'plans', 'to', 'open', '500', 'new', 'stores', 'in', 'china', 'over', 'the', 'next', 'five', 'to', 'seven', 'years', 'that', 'would', 'm']",23
"Hedge Funds Are Selling Axos Financial, Inc. (AX)",0,8,"hedge funds are selling axos financial, inc. ax","['hedge', 'funds', 'are', 'selling', 'axos', 'financial', 'inc', 'ax']",8
US Fed admits Libra has potential to ‘rapidly’ achieve mass adoption,2,11,us fed admits libra has potential to rapidly achieve mass adoption,"['us', 'fed', 'admits', 'libra', 'has', 'potential', 'to', 'rapidly', 'achieve', 'mass', 'adoption']",11
Internet Gold reports Q3 results,2,5,internet gold reports q3 results,"['internet', 'gold', 'reports', 'q3', 'results']",5
Record Year for the Iberchem Group With the Completion of Two Acquisitions in Flavors and 19% Growth in Revenues,2,19,record year for the iberchem group with the completion of two acquisitions in flavors and 19% growth in revenues,"['record', 'year', 'for', 'the', 'iberchem', 'group', 'with', 'the', 'completion', 'of', 'two', 'acquisitions', 'in', 'flavors', 'and', '19%', 'growth', 'in', 'revenues']",19
The resistance levels to watch as oil falls from its highest close in almost 12 weeks https://t.co/bJbf9pxUvs https://t.co/tkFMkH7AOS,0,18,the resistance levels to watch as oil falls from its highest close in almost 12 weeks,"['the', 'resistance', 'levels', 'to', 'watch', 'as', 'oil', 'falls', 'from', 'its', 'highest', 'close', 'in', 'almost', '12', 'weeks']",16
Brexit has destabilised the Franco-German couple https://t.co/eYsgzsVVOy,2,7,brexit has destabilised the franco-german couple,"['brexit', 'has', 'destabilised', 'the', 'franco-german', 'couple']",6
$TOPS moving good today. Just play the movement. But don't get stuck holding the bag.,1,15,$TOPS moving good today. just play the movement. but don't get stuck holding the bag.,"['$TOPS', 'moving', 'good', 'today', 'just', 'play', 'the', 'movement', 'but', ""don't"", 'get', 'stuck', 'holding', 'the', 'bag']",15
Why a Trump win would be worse for markets than a Warren win https://t.co/BAghX3ybF8 by @SibileTV https://t.co/qA6dReA7jo,2,17,why a trump win would be worse for markets than a warren win by,"['why', 'a', 'trump', 'win', 'would', 'be', 'worse', 'for', 'markets', 'than', 'a', 'warren', 'win', 'by']",14
"How Much Does Costco Spend On Selling, General And Administrative Expenses?",2,11,"how much does costco spend on selling, general and administrative expenses","['how', 'much', 'does', 'costco', 'spend', 'on', 'selling', 'general', 'and', 'administrative', 'expenses']",11
"Dow opens about 13 points, less than 0.1%, lower",0,9,"dow opens about 13 points, less than 0.1%, lower","['dow', 'opens', 'about', '13', 'points', 'less', 'than', '0.1%', 'lower']",9
Nintendo Switch Shipments to Japan Delayed by Coronavirus,0,8,nintendo switch shipments to japan delayed by coronavirus,"['nintendo', 'switch', 'shipments', 'to', 'japan', 'delayed', 'by', 'coronavirus']",8
Ford Mustang Mach-E: The first all-electric Ford is here,2,9,ford mustang mach-e the first all-electric ford is here,"['ford', 'mustang', 'mach-e', 'the', 'first', 'all-electric', 'ford', 'is', 'here']",9
Neptune Wellness and Canopy Growth agree to amend terms of cannabis processing deal,2,13,neptune wellness and canopy growth agree to amend terms of cannabis processing deal,"['neptune', 'wellness', 'and', 'canopy', 'growth', 'agree', 'to', 'amend', 'terms', 'of', 'cannabis', 'processing', 'deal']",13
Kaman declares $0.20 dividend,2,4,kaman declares $0.20 dividend,"['kaman', 'declares', '$0.20', 'dividend']",4
"Einhorn Escalates Musk Twitter War: Demands To Know If ""Accounts Receivable Even Exist"" https://t.co/2GHEiragwx",2,14,einhorn escalates musk twitter war demands to know if accounts receivable even exist,"['einhorn', 'escalates', 'musk', 'twitter', 'war', 'demands', 'to', 'know', 'if', 'accounts', 'receivable', 'even', 'exist']",13
Societatea Energetica Electrica : Current report &ndash; BoD member renunciation &ndash; 1...… https://t.co/X5zMjjyNqM,2,13,societatea energetica electrica current report ndash bod member renunciation ndash 1...,"['societatea', 'energetica', 'electrica', 'current', 'report', 'ndash', 'bod', 'member', 'renunciation', 'ndash', '1']",11
